Country,InstName,Article Citation Count
Japan,"Department of Electrical and Computer Engineering, Ichinoseki National College of Technology, Ichinoseki, Japan",18
Japan,Department of Electrical and Electronic Engineering and the Institute of Innovative Research,16
Japan,"Department of Electrical and Electronics Engineering, Tomakomai National College of Technology, Tomakomai, Japan",15
Japan,"Department of Electronic Media Technology, Gunma National College of Technology, Gunma, Japan",18
Japan,"Department of Electronics and Electrical Engineering, Yokohama, Japan",3
Japan,"Department of General Science and Humanities, Technical College, Mie, Japan",3
Japan,Department of Information Systems,13
Japan,"Department of Information and Communication Engineering, Sendai National College of Technology, Sendai, Japan",125
Japan,Department of Intelligent Systems Engineering,1
Japan,Department of Optical Access Network Laboratory Fujimino,16
Japan,Department of Radiological and Medical Laboratory Sciences,25
Japan,Department of Semiconductor Device Development,11
Japan,"Department of the System Technology, Tokyo Electron Miyagi Ltd., Miyagi, Japan",4
Japan,"Design Support Department, Renesas Engineering Service Co., Ltd., Tokyo, Japan",1
Japan,"Development Bureau, Hamamatsu Photonics K. K., Hamamatsu, Japan",3
Japan,Development Center,224
Japan,"Development Department, ANSeeN Inc., Hamamatsu, Japan",4
Japan,"Development Department, Novel Crystal Technology Inc., Sayama, Japan",30
Japan,"Development Department, Tokyo Electron Tohoku Ltd., Oshu, Japan",0
Japan,Device Analysis Technology Laboratory,21
Japan,Device Development Center,46
Japan,Device Innovation Center,16
Japan,"Device Lab Inc., Tsukuba, Japan",8
Japan,Device Platforms Laboratories,140
Japan,Device Platforms Research Laboratories,44
Japan,Device Process Development Center,5
Japan,Device Solutions Center,114
Japan,Device Technologies Center,37
Japan,Device Technology Research Institute,3
Japan,Devices & Materials Research Center,0
Japan,Devices Development Center,17
Japan,Devices Technology Laboratory Research and Development,48
Japan,Devices and Materials Laboratory,12
Japan,Discrete Semiconductor Div.,48
Japan,Display Patterning Materials Research,12
Japan,Doshisha University,32
Japan,"ELPIDA Memory, Inc., Kanagawa, Japan",27
Japan,EMD Corporation,8
Japan,Ebara Company Limited,153
Japan,Ebara Corporation,53
Japan,Edge Process Development Center,0
Japan,Elecronics Laboratories,6
Japan,Electric Company Limited,11
Japan,"Electric Power Development Company, Inc., Tokyo, Japan",5
Japan,"Electrical Engineering Department, Numazu College of Technology, Numazu, Japan",32
Japan,Electrification Innovation Center,0
Japan,Electro Technical Laboratory,38
Japan,Electromagnetic Application Research Dept.,33
Japan,Electromagnetic Compatibility Research Laboratory Company Limited,92
Japan,Electron Limited,15
Japan,Electronic Commerce Security Technology Research Association  Laboratory Inc.,14
Japan,"Electronic Engineering Course, Aomori Prefectural Towada Technical Senior High School, Towada, Japan",5
Japan,Electronic System Integration Technology Research Department,9
Japan,Electronics Laboratories,14
Japan,Electronics Laboratory,76
Japan,"Electronics Materials Division, Showa Denko K.K., Saitama, Japan",4
Japan,Electronics Research Laboratory,24
Japan,Electronics Research and Innovation Division,35
Japan,Electronics Research and Technology Development Center,9
Japan,Electrotechnical Laboratory and CREST,1
Japan,"Elpida Memory, Inc., Kanagawa, Japan",15
Japan,"Elpida Memory, Inc., Sagamihara, Kanagawa, Japan",13
Japan,"Elpida Memory, Inc., Tokyo, Japan",41
Japan,Embedded Memory Center,2
Japan,Energy Conversion Electronics Research Department,4
Japan,Energy Solution Development Center,44
Japan,Energy and Industrial Systems Center,6
Japan,"Engineering Department, Ricoh Electronic Devices Co. Ltd., Osaka, Japan",1
Japan,"Engineering Department, SCIOCS Company Ltd., Hitachi, Japan",5
Japan,"Engineering Department, Sciocs Company Ltd., Hitachi, Japan",11
Japan,"Engineering Department, Sciocs Company, Ltd., Hitachi, Japan",230
Japan,"Engineering Department, Seinan Industries Company, Ltd., Osaka, Japan",3
Japan,"Eudyna Devices, Inc., Yamanashi, Japan",6
Japan,"Eudyna Devices, Inc., Yokohama, Japan",9
Japan,"Evaluation Analysis Department, Renesas Engineering Services Co., Ltd., Tokyo, Japan",1
Japan,Exciton Engineering Laboratory,5
Japan,FUJITSU Laboratories Limited,12
Japan,Femtosecond Technology Research Association,275
Japan,First Optical Semiconductor Department,35
Japan,Fitel Photonics Laboratories,55
Japan,Frequency Technologies Corporation,18
Japan,Frontier Research System,20
Japan,Frontier Science Laboratories,0
Japan,Fuji EIectric Company Limited,409
Japan,"Fuji Electric Co., Ltd., Chiba, Japan",15
Japan,"Fuji Electric Co., Ltd., Matsumoto, Japan",35
Japan,"Fuji Electric Co., Ltd., Tokyo, Japan",54
Japan,"Fuji Electric Company Ltd., Ishikawa, Japan",24
Japan,"Fuji Electric Company, Ltd, Matsumoto, Japan",3
Japan,"Fuji Electric Company, Ltd., Hino, Japan",94
Japan,"Fuji Electric Company, Ltd., Matsumoto, Japan",51
Japan,"Fuji Electric Company, Ltd., Tokyo, Japan",54
Japan,Fuji Electric Corporate Research and Development Limited,66
Japan,Fuji Hitachi Power Semiconductor Company Limited,166
Japan,Fuji Photo Film Company Limited,31
Japan,Fujifilm Corporation,33
Japan,"Fujikin Inc., Osaka, Japan",2
Japan,Fujikura Limited,65
Japan,"Fujimi Incorporated, Gifu, Japan",6
Japan,Fujisawa Works Ebara Limited,2
Japan,Fujitsu Advanced Technologies,5
Japan,Fujitsu Advanced Technologies Ltd.,72
Japan,Fujitsu General Laboratory Limited,2
Japan,"Fujitsu General, Tokyo, Japan",61
Japan,Fujitsu LSI Technology Limited,7
Japan,Fujitsu Laboratories,13
Japan,Fujitsu Laboratories Limited,2183
Japan,Fujitsu Laboratories Ltd.,231
Japan,"Fujitsu Labs. Ltd., Atsugi, Japan",104
Japan,Fujitsu Limited,17
Japan,"Fujitsu Ltd, Atsugi, Kanagawa, Japan",5
Japan,Fujitsu Ltd. and Fujitsu Laboratories Ltd.,7
Japan,"Fujitsu Ltd., Kawasaki, Japan",5
Japan,"Fujitsu Microelectronics Solutions Ltd., Yokohama, Kanagaw, Japan",9
Japan,"Fujitsu Optical Components Ltd., Nakahara, ku, Japan",72
Japan,"Fujitsu Optical Components, Ltd., Nakahara, ku, Japan",5
Japan,Fujitsu Quantum Devices Limited,63
Japan,"Fujitsu Quantum Devices Ltd., Yamanashi, Japan",1
Japan,Fujitsu Semiconductor,13
Japan,Fujitsu Semiconductor Limited,18
Japan,Fujitsu Semiconductor Ltd,3
Japan,Fujitsu Semiconductor Ltd.,58
Japan,Fujitsu TEN Company Limited,64
Japan,"Fujitsu Telecom Networks, Ltd., Kanagawa, Japan",5
Japan,Fujitsu Tohoku Digital Technology Limited,3
Japan,Fujitsu VLSI Limited,83
Japan,"Fujitsu, Kawasaki, Japan",13
Japan,"Fukuoka Industry Science and Technology Foundation, Fukuoka, Japan",37
Japan,Fukuoka Institute of Technology,217
Japan,Fukuoka Institute of Technology FIT,75
Japan,Fukuoka University,55
Japan,Fukuryo Semiconductor Engineering Corporation,9
Japan,Fukushima Renewable Energy Institute,24
Japan,Fukushima University,4
Japan,Fundamental Research Laboratories,73
Japan,Fundamental Research and Development Division,34
Japan,Fundamental and Environmental Research Laboratories,117
Japan,Furukawa Corporation,25
Japan,"Furukawa Electric Co. Ltd., Ichihara, Japan",11
Japan,"Furukawa Electric Co., Ltd., Chiba, Japan",9
Japan,Furukawa Electric Company Limited,167
Japan,"Future Power Electronics Technology, Minato, Japan",66
Japan,Fuzzy Logic Systems Institute,96
Japan,Gallium Nitride Technology Center,5
Japan,Gifu University,85
Japan,Graduate School of Advanced Sciences of Matter Hiroshima University Kagamiyama,14
Japan,Graduate School of Kinki University,10
Japan,Graduate University,49
Japan,Graduate University for Advanced Studies,3
Japan,Graduate University of Advanced Studies,20
Japan,Green Innovation Development Center,332
Japan,Green Innovation Laboratories,43
Japan,Green Platform Research Laboratories,20
Japan,Gunma R&D Center,11
Japan,Gunma University,276
Japan,"Hamamatsu Photonics K. K., Hamamatsu, Japan",133
Japan,"Hamamatsu Photonics K. K., Shizuoka, Japan",11
Japan,"Hamamatsu Photonics K.K., Hamamatsu, Japan",25
Japan,"Hattori Consulting International, Chigasaki, Japan",10
Japan,He Solution Oriented Research for Science and Technology program,16
Japan,High Energy Accelerator Research Organization,330
Japan,High Energy Accelerator Reserach Organization KEK,0
Japan,Himeji Institute of Technology,0
Japan,Himeji Institute of Techonlogy,11
Japan,Hirosaki University,17
Japan,"Hiroshima Daigaku, Higashihiroshima, Hiroshima, JP",41
Japan,Hiroshima Institute of Technology,2
Japan,Hiroshima University,1163
Japan,Hiroshima University Hospital,2
Japan,Hiroshima University Kagamiyama,1
Japan,Hitach Limited,0
Japan,Hitachi Cable Limited,114
Japan,"Hitachi Cable, Ltd., Ibaraki, Japan",9
Japan,Hitachi Central Research Laboratory Limited,14
Japan,Hitachi Device Engineering Company Limited,16
Japan,Hitachi Displays Limited,45
Japan,Hitachi Global Storage Technologies Japan Limited,3
Japan,Hitachi High Technologies Corporation,35
Japan,Hitachi Kodaira Semiconductor Company Limited,4
Japan,"Hitachi Kokusai Electric, Inc., Toyama, Japan",6
Japan,Hitachi Limited,35
Japan,"Hitachi Ltd., Kokubunji, Japan",0
Japan,"Hitachi Ltd., Micro Device Division, Tokyo, Japan",1
Japan,"Hitachi Ltd., Tokyo, Japan",17
Japan,"Hitachi Ltd., Yokohama, Japan",13
Japan,Hitachi Power Semiconductor Device,6
Japan,Hitachi Power Semiconductor Device Ltd.,41
Japan,Hitachi Research Laboratory,127
Japan,Hitachi Tohbu Semiconductor Limited,2
Japan,Hitachi ULSI Systems Company Limited,98
Japan,Hitachi and Limited,176
Japan,"Hitachi, Ltd., Tokyo, Japan",9
Japan,"Hokkaido Daigaku, Sapporo, Hokkaido, JP",7
Japan,Hokkaido University,693
Japan,"Hokuriku Electric Power Company, Toyama, Japan",16
Japan,Hosei University,811
Japan,Hynix Semiconductor,49
Japan,Hyperphotonic Component Laboratory,59
Japan,IBM,35
Japan,IBM Engineering and Technology Services,14
Japan,IBM Japan Limited,6
Japan,IBM Tokyo Research Laboratory,4
Japan,IDX Company Limited,3
Japan,"ISAS/JAXA, Sagamihara, Japan",4
Japan,"ISTEC, Koutou, Tokyo, Japan",3
Japan,"ISTEC, Tokyo, Japan",22
Japan,Ibaraki University,72
Japan,"Ichinoseki National College of Technology, Ichinoseki, Iwate, Japan",65
Japan,"Ikegami Tsushinki Co., Ltd., Ohta, Tokyo, Japan",3
Japan,Industrial Business Development Center,962
Japan,Industrial Electronics and Systems Laboratory,10
Japan,Industrial Technology Center of Saga,2
Japan,Infineon Technologies,11
Japan,Information Systems Center,19
Japan,Information Technology R & D Center,90
Japan,Information Technology R&D Center,30
Japan,Information Technology Research & Development Center,142
Japan,Information Technology Research and Development Center,259
Japan,Information TechnologyResearch and Development Center,15
Japan,Innovation Promotion Center,0
Japan,"Innovative Technology Development Department, Murata Manufacturing Company Ltd., Shiga, Japan",12
Japan,Institute for Molecular Science,11
Japan,Institute for Quantum Medical Science,0
Japan,Institute for Semiconductor Technologies,1
Japan,Institute of Innovative Research,45
Japan,Institute of Memory Technology Research and Development,47
Japan,Institute of Space and Astronautic Science,601
Japan,Institute of Space and Astronautical Science,585
Japan,Institute of Space and Astronautical Science/JAXA,121
Japan,Institute of Space and Astronautical Sciences,23
Japan,Institute of Technology,13
Japan,"Integrated Circuits Dev. Group, Sharp Corp., Nara, Japan",44
Japan,Integrated Research Institute,30
Japan,Intelligent Systems Laboratory Limited,57
Japan,Intelligent Systems Research Institute,57
Japan,International Superconductivity Technology Center,23
Japan,Ishinomaki Senshu University,8
Japan,Iwate Industrial Research Institute,4
Japan,Iwate University,100
Japan,JEOL Limited,1
Japan,"JISSO Technology Development Department, Murata Manufacturing Company Ltd., Shiga, Japan",12
Japan,JSPS Research Fellow,17
Japan,"JSR Kabushiki Kaisha, Minato, ku, Tokyo, JP",9
Japan,"JST, CREST, Saitama, Japan",14
Japan,"JST, CREST, Tokyo, Japan",21
Japan,Japan Advanced Institute of Science and Technology,259
Japan,Japan AeroSpace Exploration Agency,102
Japan,Japan Aerospace Exploration Agency,202
Japan,Japan Atomic Energy Agency,343
Japan,Japan Atomic Energy Research Institute,81
Japan,Japan Broadcasting Corporation,70
Japan,Japan Design Center,24
Japan,"Japan Patent Office, Tokyo, Japan",64
Japan,Japan Science and Technology Agency,1490
Japan,Japan Science and Technology Corporation,373
Japan,"Japan Science and Technology, CREST, Tokyo, Japan",21
Japan,Japan Semiconductor Corporation,6
Japan,"Japan Society for the Promotion of Science , Tokyo, Japan",2
Japan,Japan Synchrotron Radiation Research Institute,32
Japan,Japan Women''s University,20
Japan,"Jochi Daigaku, Chiyoda, ku, Tokyo, JP",16
Japan,KDD Research and Development Laboratories,351
Japan,KDDI Corporation,17
Japan,KDDI R&D Laboratories Inc.,9
Japan,"KDDI R&D Labs. Inc., Saitama, Japan",47
Japan,KDDI Research,1
Japan,KDDI Research and Development Laboratories Inc.,8
Japan,KLA Tencor Japan Limited,5
Japan,"KOGA SOKEN Ltd., Hachiouji, Tokyo, Japan",1
Japan,KSK Corporation,5
Japan,Kabushiki Kaisha Handotai Rikogaku Kenkyu Center,69
Japan,"Kabushiki Kaisha Toshiba, Minato, ku, Tokyo, JP",7
Japan,"Kagaku Gijutsu Shinko Kiko, Kawaguchi, Saitama, JP",213
Japan,Kagawa University,58
Japan,Kagoshima University,49
Japan,Kanagawa Industrial Technology Research Institute,17
Japan,Kanagawa Institute of Technology,17
Japan,Kanagawa University,44
Japan,Kanazawa Institute of Technology,127
Japan,Kanazawa University,404
Japan,"Kansai Electric Power Company, Inc., Hyogo, Japan",2
Japan,Kansai Photon Science Institute,12
Japan,Kansai University,164
Japan,Kasei MicroSystems Company Limited,156
Japan,Kawasaki Semiconductor Technology World Corporation,42
Japan,Kawasaki Steel Corporation Technical Research Laboratories,81
Japan,Kawatetsu Mining Company Limited,81
Japan,Keio University,386
Japan,Keysight Technologies,8
Japan,Keysight Technologies Japan G.K.,69
Japan,Kindai University,3
Japan,Kinki University,128
Japan,Kioxia Corporation,18
Japan,Kitami Institute of Technology,71
Japan,Kitasato University,17
Japan,Knowledge Media Laboratory,51
Japan,Kobe Fundamental Research Laboratory,14
Japan,Kobe Steel Company Limited,42
Japan,"Kobe Steel, Ltd., Kobe, Japan",14
Japan,Kobe University,613
Japan,Kobelco Research Institute,14
Japan,"Kochi Koka Daigaku, Kami, Kochi, JP",15
Japan,Kochi University of Technology,169
Japan,Komastu Limited,0
Japan,Komatsu Electronic Metals Company Limited,14
Japan,Konan University,0
Japan,"Koshin Kogaku Co., Ltd., Kanagawa, Japan",13
Japan,"Kumamoto National College of Technology, Kikuchi, Kumamoto, Japan",123
Japan,"Kumamoto National College of Technology, Kumamoto, Japan",23
Japan,Kumamoto Technology Center,2
Japan,"Kumamoto Technology and Industry Foundation, Kumamoto, Japan",2
Japan,"Kumamoto Technology, Inc., Kumamoto, Japan",2
Japan,Kumamoto University,341
Japan,"Kure National College of Technology, Kure, Japan",40
Japan,"Kurita Water Industries Ltd., Tochigi, Japan",3
Japan,Kwansei Gakuin University,4
Japan,Kyocera Corporation,5
Japan,"Kyosan Electric Mfg. Co., Ltd., Yokohama, Japan",5
Japan,"Kyoto Daigaku, Kyoto, JP",38
Japan,Kyoto Institute of Technology,225
Japan,"Kyoto Kogei Sen'i Daigaku, Kyoto, JP",12
Japan,Kyoto University,2962
Japan,Kyoto University and JST,24
Japan,Kyoto University of Advanced Science,23
Japan,Kyoto University of Education,0
Japan,KyotoUniversity,4
Japan,"Kyushu Daigaku, Fukuoka, JP",10
Japan,Kyushu Institute of Technology,260
Japan,Kyushu Sangyo University,6
Japan,Kyushu University,930
Japan,LAPIS Semiconductor Company,8
Japan,LAPIS Semiconductor Miyagi Co.,6
Japan,LAPIS Semiconductor Miyagi Company Limited,3
Japan,LAPIS Semiconductor Miyagi Company Ltd.,18
Japan,"LSI Division, NEC Electron Devices, Kanagawa, Japan",2
Japan,LSI Fundamental Research Laboratory,48
Japan,LSI Research Laboratory,46
Japan,LSI TechnologyLaboratory,41
Japan,Laboratories Corporation,86
Japan,Laboratory for Electric Packaging Material and Technology,4
Japan,Laboratory for Pathophysiological and Health Science,1
Japan,"Lamp Technology and Engineering Division, USHIO Inc., Himeji, Japan",19
Japan,Lapis Semiconductor,8
Japan,Lapis Semiconductor Company,8
Japan,Lapis Semiconductor Company Ltd.,15
Japan,Lapis Semiconductor Miyagi Company,8
Japan,Lapis Semiconductor Miyagi Company Ltd.,15
Japan,"Laser Group, Hamamatsu Photonics K. K., Hamamatsu, Japan",3
Japan,Laser Technology Laboratory,0
Japan,Limited,47
Japan,Link Research Corporation,120
Japan,Lintec Corporation,24
Japan,"Low, Power Electronics Association and Project Tsukuba, Ibaraki, Japan",14
Japan,"Lumentum Japan Inc., Sagamihara, Kanagawa, Japan",4
Japan,"MERSTech Co., Ltd, Tokyo, Japan",25
Japan,"MERSTech Co., Ltd., Tokyo, Japan",61
Japan,"MIRAI project, Ibaraki, Japan",48
Japan,"MIRAI project, Tsukuba, Ibaraki, Japan",1
Japan,"MIRAI, AIST, Kawasaki, Japan",24
Japan,"MIRAI, AIST, Tsukuba, Japan",314
Japan,"MIRAI, ASET, Kawasaki, Japan",24
Japan,"MIRAI, ASET, Tsukuba, Japan",332
Japan,MIRISE Technologies Corporation,2
Japan,"MONOZUKURI Innovation Division, NEC Ltd., Kawasaki, Kanagawa, Japan",127
Japan,MORITEX Corporation,15
Japan,"Management Planning Office, Hitachi, Ltd., Chiyoda, ku, Tokyo, Japan",150
Japan,Manufacture Center,6
Japan,Manufacturing Center,1
Japan,Manufacturing Engineering Center,19
Japan,Manufacturing System Technology Department Semiconductor Manufacturing Technology Operation,10
Japan,Manufacturing and Quality Enhancement Center,8
Japan,Material Laboratories,116
Japan,Material Research Department of Research Institute,12
Japan,Materials Analysis Center,116
Japan,Materials Science and Analysis Technology Center,7
Japan,Materials Sciences Research Center,0
Japan,Mathematical Science for Social Systems at the Department of Systems Innovation,33
Japan,Matsudo Laboratory Hitachi Plant Services Engineering,10
Japan,Matsusaka University,20
Japan,Matsushita Elecrric Indusrrial Company Limited,182
Japan,Matsushita Electric Industrial Corporation Limited,99
Japan,Matsushita Electronics Corporation,61
Japan,Mechanical Engineering Research Laboratory,70
Japan,Mechanical System Laboratory,4
Japan,Mechanics and Electronics Research Institute,10
Japan,Meidensha Corporation,11
Japan,Meiji University,105
Japan,"Meijo Daigaku, Nagoya, Aichi, JP",22
Japan,Meijo University,80
Japan,Meijo University Tempaku Campus,1
Japan,Meisei University,15
Japan,Memory LSI Research and Development Center,101
Japan,"Micro Device Division, Hitachi, Ltd., Tokyo, Japan",0
Japan,Microdevice Research and Development Department,90
Japan,Microelectronics Center,1
Japan,Microelectronics Engineering Laboratory,38
Japan,Microelectronics Packaging Research Center,11
Japan,Microsystem Integration Laboratories,3
Japan,Mie Fujitsu Semiconductor Limited,4
Japan,Mie Fujitsu Semiconductor Ltd.,129
Japan,Mie University,4
Japan,"Miharu Communications, Inc., Kanagawa, Japan",33
Japan,Miisubishi Electric Corporation,8
Japan,Millennium Research for Advanced Information Technology,14
Japan,Millennium Research of Advanced Information Technology,47
Japan,Mitsubishi Corporation,30
Japan,"Mitsubishi Electric Co. Ltd., Hyogo, Japan",9
Japan,"Mitsubishi Electric Corp, Fukuoka, Japan",72
Japan,Mitsubishi Electric Corporation,202
Japan,Mitsubishi Electric Corporation Advanced Technology R&D Center,0
Japan,Mitsubishi Electric Corporation Limited,885
Japan,Mitsubishi Electric Corporation Power Device Works,4
Japan,Mitsubishi Electric Engineering Company Limited,0
Japan,"Mitsubishi Electric Engineering Company, Ltd., Itami, Hyogo, Japan",0
Japan,Mitsubishi Electric Information Network Corporation,19
Japan,Mitsubishi Electric Semiconductor Systems Corporation,2
Japan,"Mitsubishi Gas Chemical  Company, Inc., Katsushika, Tokyo, Japan",2
Japan,Mitsubishi Heavy Industries Limited,162
Japan,"Mitsubishi Heavy Industries, Ltd., Komaki, Japan",32
Japan,Mitsubishi Material Corporation,29
Japan,Mitsui Engineering and Shipbuilding Company Limited,205
Japan,Miyazaki Oki Electric Company Limited,6
Japan,Mobile Broadcasting Corporation,9
Japan,Mobile Communication Laboratory,84
Japan,Mobile Communication Laboratory Corporate Research and Development Center,98
Japan,"Mod Development Group, NEC Yamanashi Ltd., Otsuki, Yamanashi, Japan",127
Japan,Moritex Corporation,8
Japan,Multimedia Laboratory,21
Japan,"Murata Manufacturing Co., Ltd., Kyoto, Japan",14
Japan,"Murata Manufacturing Company, Ltd., Nagaokakyo, Kyoto, Japan",6
Japan,"Muratec Machinery Ltd., Kyoto, Japan",8
Japan,Muroran Institute of Technology,0
Japan,Musashi Institute of Technology,15
Japan,Musashino Electrical Communication Laboratories,6
Japan,Musashino Electrical Communications Laboratories,6
Japan,Myway Plus Corporation,5
Japan,NEC Compound Semiconductor Devices Limited,101
Japan,NEC Corporation,6
Japan,NEC Corporation Limited,1087
Japan,NEC Electronics Corporation Limited,206
Japan,NEC Engineering Limited,23
Japan,NEC Fundamental and Environmental Research Laboratories,27
Japan,NEC Hiroshima Corporation,24
Japan,NEC Informatec Systems Corporation,24
Japan,NEC Kansai Limited,4
Japan,NEC Kyushu Corporation,24
Japan,NEC LCD Technologies,11
Japan,NEC LCD Technologies Limited,63
Japan,NEC Limited,9
Japan,NEC Nanoelectronics Research Laboratories,16
Japan,"NEC Platforms, Sendai, Miyagi, Japan",3
Japan,NEC System Devices Research Laboratories,6
Japan,NEC TOKIN Corporation,0
Japan,"NHK Engineering System, Inc., Setagaya, Japan",23
Japan,"NHK Engineering System, Inc., Tokyo, Japan",2
Japan,NHK Engineering Systems Inc.,17
Japan,NHK Science & Technology Research Laboratories,1
Japan,NHK Science and Technology Research Laboratories,46
Japan,NSK Limited,3
Japan,NTT Access Network Service Systems Laboratories,426
Japan,NTT Access Service Systems Laboratories,37
Japan,NTT Advanced Technology Corporation,59
Japan,"NTT Advanced Technology, Kanagawa, Japan",43
Japan,"NTT Afty Engineering, Tokyo, Japan",17
Japan,NTT Basic Research Laboratories,728
Japan,NTT Basic Research Laboratories and with the Nanophotonics Center,30
Japan,NTT Communication Science Laboratories,193
Japan,NTT Corporation,75
Japan,"NTT DATA, Tokyo, Japan",44
Japan,NTT Device Innovation Center,371
Japan,NTT Device Technology Laboratories,584
Japan,NTT Device Technology Laboratories and Nanophotonics Center,6
Japan,NTT Device Technology Laboratories and the NTT Nanophotonics Center,36
Japan,NTT Device Technology Laboratories and with the Nanophotonics Center,30
Japan,NTT Device Technology Labs and NTT Nanophotonics Center,21
Japan,"NTT Device Technology Labs, NTT corporation, Atsugi, shi, Kanagawa, Japan",8
Japan,"NTT DoCoMo, Inc., Tokyo, Japan",25
Japan,"NTT Docomo, Inc., Tokyo, Japan",41
Japan,NTT Electrical Communication Laboratories,6
Japan,NTT Electronics  Corporation,29
Japan,"NTT Electronics Co. Ltd., Kanagawa, Japan",13
Japan,NTT Electronics Corporation,388
Japan,"NTT Electronics, Kanagawa, Japan",43
Japan,"NTT Facilities Inc., Tokyo, Japan",84
Japan,NTT Facilities Research Institute Inc.,84
Japan,NTT Lifestyle and Environmental Technology Laboratories,43
Japan,NTT Microsystem Integration Laboratories,38
Japan,NTT Network Innovation Laboratories,625
Japan,NTT Network Service Systems Laboratories,7
Japan,NTT Network System Laboratories,0
Japan,NTT Optoeletronics Laboratories,0
Japan,NTT Photonics Laboratories,1339
Japan,NTT Photonics Laboratories NTT Corporation,8
Japan,NTT Photonics Laboratories NTT Corporation Atsugi,0
Japan,NTT Photonics Laboratories Naka,4
Japan,NTT Photonics Laboratory,0
Japan,NTT Service Integration Laboratories,1
Japan,NTT Telecommunications Energy Laboratories,88
Japan,Nabtesco R&D Center,7
Japan,Nagaoka University of Technology,512
Japan,Nagasaki Design Center,11
Japan,Nagoya Institute of Technology,577
Japan,Nagoya University,453
Japan,"Nakagawa Consulting Office, LLC., Chigasaki, Japan",72
Japan,Nano Electronics Research Laboratories,59
Japan,NanoBridge Semiconductor,2
Japan,NanoElectronics Research Institute,29
Japan,Nanoelectronics Research Institute,124
Japan,Nanoelectronics Research Institutes,38
Japan,Nanoelectronics Research Laboratories,5
Japan,Nanomaterials Research Institute,1
Japan,Nanometrics Japan Limited,2
Japan,Nanophotonics Center,74
Japan,Nanostructures Research Laboratory,0
Japan,Nanosystem Research Institute,2
Japan,Nanotechnology Innovation Center National Institute for Materials Science,22
Japan,Nanotechnology Research Institute,105
Japan,Nara Institute of Science and Technology,675
Japan,"Nara National College of Technology, Nara, Japan",7
Japan,National Agriculture and Food Research Organization,10
Japan,National Cancer Center,1
Japan,"National Defense Academy, Yokosuka, Japan",4
Japan,National Institute,24
Japan,National Institute for Advanced Industrial Science and Technology,1844
Japan,National Institute for Fusion Science,5
Japan,National Institute for Material Science,50
Japan,National Institute for Materials Science,575
Japan,National Institute for Materials and Science,148
Japan,National Institute for Quantum and Radiological Science and Technology,1
Japan,National Institute for Radiological Sciences,29
Japan,National Institute of Advance Industrial Science and Technology,12
Japan,National Institute of Advanced Industrial Science and Technology,1046
Japan,National Institute of Informatics,30
Japan,National Institute of Information,65
Japan,National Institute of Information and Communication Technology,14
Japan,National Institute of Information and Communications Technology,1434
Japan,National Institute of Physical and Chemical Research,1
Japan,National Institute of Radiological Sciences,30
Japan,National Institute of Science and Technology Policy,2
Japan,National Institute of Technology,85
Japan,National Institutes for Quantum Science and Technology,4
Japan,National Institutes for Quantum and Radiological Science and Technology,89
Japan,National Institution for Academic Degrees,5
Japan,National Institution for Academic Degrees and Quality Enhancement of Higher Education,16
Japan,National Metrology Institute of Japan,31
Japan,National Metrology Institute of Japan/National Institute of Advanced Industrial Science and Technology,3
Japan,National Organization of High Energy Accelerator Physics,0
Japan,National Space Development Agency of Japan,7
Japan,Network Innovation Laboratories,74
Japan,Network Research Institute,2
Japan,Network Service System Laboratories,3
Japan,Network Technology Laboratories,40
Japan,Networking Research Laboratories,60
Japan,Networks and Devices Laboratories,15
Japan,New Energy and Industrial Technology Development Organization,106
Japan,New Industry Creation Hatchery Center,2
Japan,New Japan Radio Company Limited,19
Japan,Nichia Corporation,18
Japan,Nichicon Corporation,192
Japan,"Nihon Denki Kabushiki Kaisha, Minato, ku, Tokyo, JP",4
Japan,Nihon Pall Limited,13
Japan,Nihon University,23
Japan,Niigata University,4
Japan,"Nippon Ericsson K. K., Tokyo, Japan",33
Japan,Nippon Sanso Corporation,10
Japan,Nippon Shokubai Company Limited,36
Japan,Nippon Steel Corporation,45
Japan,Nippon Telegraph and Telephone,6
Japan,Nippon Telegraph and Telephone  Device Innovation Center,23
Japan,Nippon Telegraph and Telephone  Device Technology Laboratories,23
Japan,Nippon Telegraph and Telephone  Network Innovation Laboratories,84
Japan,Nippon Telegraph and Telephone  Photonics Laboratories,203
Japan,Nippon Telegraph and Telephone  Photonics Laboratories Nanophotonics Center,71
Japan,Nippon Telegraph and Telephone Basic Research Laboratories,16
Japan,Nippon Telegraph and Telephone Corporation,12
Japan,Nippon Telegraph and Telephone Corporation  Photonics Laboratories,5
Japan,Nippon Telegraph and Telephone East Corporation,16
Japan,Nippon Telegraph and Telephone NTT Photonics Laboratories,8
Japan,Nissin Ion Equipment Company Limited,15
Japan,Nitride Semiconductor Research Laboratory,54
Japan,"Novel Crystal Technology Inc., Sayama, Japan",28
Japan,"Novel Crystal Technology, Inc., Sayama, Japan",62
Japan,Numazu Works MEIDEN Limited,2
Japan,OKI Electric Industry Company Limited,12
Japan,OKI Semiconductor Company Limited,17
Japan,OKI Semiconductor Miyagi Company Limited,17
Japan,ON Semiconductor,10
Japan,"Oclaro Japan, Inc., Kanagawa, Japan",0
Japan,"Oclaro Japan, Inc., Sagamihara, Japan",16
Japan,Oita University,9
Japan,Okamoto Laboratory Limited,0
Japan,Okayama Prefectural University,82
Japan,Okayama University,245
